x,y_approximate,y_actual,error
0.0010000000000000,31.6227766016837890,31.6227766016837961,0.0000000000000071
0.0020000000000000,22.3606797749978909,22.3606797749978981,0.0000000000000071
0.0030000000000000,18.2574185835055403,18.2574185835055367,0.0000000000000036
0.0040000000000000,15.8113883008418998,15.8113883008418981,0.0000000000000018
0.0050000000000000,14.1421356237309492,14.1421356237309510,0.0000000000000018
0.0060000000000000,12.9099444873580609,12.9099444873580556,0.0000000000000053
0.0070000000000000,11.9522860933439397,11.9522860933439361,0.0000000000000036
0.0080000000000000,11.1803398874989508,11.1803398874989490,0.0000000000000018
0.0090000000000000,10.5409255338945993,10.5409255338945975,0.0000000000000018
0.0100000000000000,10.0000000000000000,10.0000000000000000,0.0000000000000000
0.0110000000000000,9.5346258924559226,9.5346258924559208,0.0000000000000018
0.0120000000000000,9.1287092917527701,9.1287092917527666,0.0000000000000036
0.0130000000000000,8.7705801930702929,8.7705801930702911,0.0000000000000018
0.0140000000000000,8.4515425472851664,8.4515425472851646,0.0000000000000018
0.0150000000000000,8.1649658092772590,8.1649658092772590,0.0000000000000000
0.0160000000000000,7.9056941504209481,7.9056941504209473,0.0000000000000009
0.0170000000000000,7.6696498884737041,7.6696498884737014,0.0000000000000027
0.0180000000000000,7.4535599249993014,7.4535599249992970,0.0000000000000044
0.0190000000000000,7.2547625011001182,7.2547625011001147,0.0000000000000036
0.0200000000000000,7.0710678118654764,7.0710678118654737,0.0000000000000027
0.0210000000000000,6.9006555934235418,6.9006555934235401,0.0000000000000018
0.0220000000000000,6.7419986246324211,6.7419986246324184,0.0000000000000027
0.0230000000000000,6.5938047339578691,6.5938047339578683,0.0000000000000009
0.0240000000000000,6.4549722436790278,6.4549722436790260,0.0000000000000018
0.0250000000000000,6.3245553203367599,6.3245553203367564,0.0000000000000036
0.0260000000000000,6.2017367294604240,6.2017367294604204,0.0000000000000036
0.0270000000000000,6.0858061945018456,6.0858061945018438,0.0000000000000018
0.0280000000000000,5.9761430466719681,5.9761430466719663,0.0000000000000018
0.0290000000000000,5.8722021951470351,5.8722021951470325,0.0000000000000027
0.0300000000000000,5.7735026918962564,5.7735026918962555,0.0000000000000009
0.0310000000000000,5.6796183424706479,5.6796183424706470,0.0000000000000009
0.0320000000000000,5.5901699437494736,5.5901699437494727,0.0000000000000009
0.0330000000000000,5.5048188256318031,5.5048188256318014,0.0000000000000018
0.0340000000000000,5.4232614454664043,5.4232614454664025,0.0000000000000018
0.0350000000000000,5.3452248382484884,5.3452248382484857,0.0000000000000027
0.0360000000000000,5.2704627669472996,5.2704627669472970,0.0000000000000027
0.0370000000000000,5.1987524491003638,5.1987524491003620,0.0000000000000018
0.0380000000000000,5.1298917604257719,5.1298917604257683,0.0000000000000036
0.0390000000000000,5.0636968354183338,5.0636968354183312,0.0000000000000027
0.0400000000000000,5.0000000000000009,4.9999999999999982,0.0000000000000027
0.0410000000000000,4.9386479832479493,4.9386479832479466,0.0000000000000027
0.0420000000000000,4.8795003647426656,4.8795003647426647,0.0000000000000009
0.0430000000000000,4.8224282217041221,4.8224282217041194,0.0000000000000027
0.0440000000000000,4.7673129462279613,4.7673129462279595,0.0000000000000018
0.0450000000000000,4.7140452079103161,4.7140452079103152,0.0000000000000009
0.0460000000000000,4.6625240412015696,4.6625240412015669,0.0000000000000027
0.0470000000000000,4.6126560401444250,4.6126560401444232,0.0000000000000018
0.0480000000000000,4.5643546458763851,4.5643546458763824,0.0000000000000027
0.0490000000000000,4.5175395145262556,4.5175395145262547,0.0000000000000009
0.0500000000000000,4.4721359549995787,4.4721359549995778,0.0000000000000009
0.0510000000000000,4.4280744277004764,4.4280744277004747,0.0000000000000018
0.0520000000000000,4.3852900965351456,4.3852900965351438,0.0000000000000018
0.0530000000000000,4.3437224276306932,4.3437224276306923,0.0000000000000009
0.0540000000000000,4.3033148291193513,4.3033148291193504,0.0000000000000009
0.0550000000000000,4.2640143271122088,4.2640143271122071,0.0000000000000018
0.0560000000000000,4.2257712736425832,4.2257712736425814,0.0000000000000018
0.0570000000000000,4.1885390829169546,4.1885390829169538,0.0000000000000009
0.0580000000000000,4.1522739926869967,4.1522739926869967,0.0000000000000000
0.0590000000000000,4.1169348479630896,4.1169348479630896,0.0000000000000000
0.0600000000000000,4.0824829046386304,4.0824829046386286,0.0000000000000018
0.0610000000000000,4.0488816508945789,4.0488816508945789,0.0000000000000000
0.0620000000000000,4.0160966445124933,4.0160966445124933,0.0000000000000000
0.0630000000000000,3.9840953644479780,3.9840953644479775,0.0000000000000004
0.0640000000000000,3.9528470752104741,3.9528470752104727,0.0000000000000013
0.0650000000000000,3.9223227027636800,3.9223227027636796,0.0000000000000004
0.0660000000000000,3.8924947208076142,3.8924947208076137,0.0000000000000004
0.0670000000000000,3.8633370464312788,3.8633370464312780,0.0000000000000009
0.0680000000000000,3.8348249442368521,3.8348249442368507,0.0000000000000013
0.0690000000000000,3.8069349381344049,3.8069349381344040,0.0000000000000009
0.0700000000000000,3.7796447300922722,3.7796447300922713,0.0000000000000009
